titulo,autores,ano,resumo,link
HAPS: Hierarchical LLM Routing with Joint Architecture and Parameter Search,Zihang Tian; Rui Li; Jingsen Zhang; Xiaohe Bo; Wei Huo,2026,"Large language model (LLM) routing aims to exploit the specialized strengths of different LLMs for diverse tasks. However, existing approaches typically focus on selecting LLM architectures while overlooking parameter settings, which are critical for task performance. In this paper, we introduce HAPS, a hierarchical LLM routing framework that jointly searches over model architectures and parameters. Specifically, we use a high-level router to select among candidate LLM architectures, and then se",http://arxiv.org/abs/2601.05903v1
MasRouter: Learning to Route LLMs for Multi-Agent Systems,Yanwei Yue; Guibin Zhang; Boyang Liu; Guancheng Wan; Kun Wang,2025,"Multi-agent systems (MAS) powered by Large Language Models (LLMs) have been demonstrated to push the boundaries of LLM capabilities, yet they often incur significant costs and face challenges in dynamic LLM selection. Current LLM routing methods effectively reduce overhead in single-agent scenarios by customizing LLM selection for each query, but they overlook the critical decisions regarding collaboration modes and agent roles in MAS. In response to this challenge, we first introduce the proble",http://arxiv.org/abs/2502.11133v1
LLMRank: Understanding LLM Strengths for Model Routing,Shubham Agrawal; Prasang Gupta,2025,"The rapid growth of large language models (LLMs) with diverse capabilities, latency and computational costs presents a critical deployment challenge: selecting the most suitable model for each prompt to optimize the trade-off between performance and efficiency. We introduce LLMRank, a prompt-aware routing framework that leverages rich, human-readable features extracted from prompts, including task type, reasoning patterns, complexity indicators, syntactic cues, and signals from a lightweight pro",http://arxiv.org/abs/2510.01234v1
Harnessing the Power of Multiple Minds: Lessons Learned from LLM Routing,KV Aditya Srivatsa; Kaushal Kumar Maurya; Ekaterina Kochmar,2024,"With the rapid development of LLMs, it is natural to ask how to harness their capabilities efficiently. In this paper, we explore whether it is feasible to direct each input query to a single most suitable LLM. To this end, we propose LLM routing for challenging reasoning tasks. Our extensive experiments suggest that such routing shows promise but is not feasible in all scenarios, so more robust approaches should be investigated to fill this gap.",http://arxiv.org/abs/2405.00467v1
Life-Cycle Routing Vulnerabilities of LLM Router,Qiqi Lin; Xiaoyang Ji; Shengfang Zhai; Qingni Shen; Zhi Zhang,2025,"Large language models (LLMs) have achieved remarkable success in natural language processing, yet their performance and computational costs vary significantly. LLM routers play a crucial role in dynamically balancing these trade-offs. While previous studies have primarily focused on routing efficiency, security vulnerabilities throughout the entire LLM router life cycle, from training to inference, remain largely unexplored. In this paper, we present a comprehensive investigation into the life-c",http://arxiv.org/abs/2503.08704v1
LLMRouterBench: A Massive Benchmark and Unified Framework for LLM Routing,Hao Li; Yiqun Zhang; Zhaoyan Guo; Chenxu Wang; Shengji Tang,2026,"Large language model (LLM) routing assigns each query to the most suitable model from an ensemble. We introduce LLMRouterBench, a large-scale benchmark and unified framework for LLM routing. It comprises over 400K instances from 21 datasets and 33 models. Moreover, it provides comprehensive metrics for both performance-oriented routing and performance-cost trade-off routing, and integrates 10 representative routing baselines. Using LLMRouterBench, we systematically re-evaluate the field. While c",http://arxiv.org/abs/2601.07206v1
Towards Cost-effective LLMs Routing with Batch Prompting,Haotian Xu; Kangfei Zhao; Jiadong Xie,2026,"Large Language Model (LLM) serving systems must balance task performance against monetary cost. Two prominent optimization techniques have emerged independently: LLM routing, which directs each query to the most cost-effective model in a model pool, and batch prompting, which packs multiple queries into a single invocation to amortize the fixed cost of the shared system prompt. These two techniques are logically complementary; i.e., routing optimizes the model assignment dimension while batching",http://arxiv.org/abs/2605.28268v1
LLM Bandit: Cost-Efficient LLM Generation via Preference-Conditioned Dynamic Routing,Yang Li,2025,"The rapid advancement in large language models (LLMs) has brought forth a diverse range of models with varying capabilities that excel in different tasks and domains. However, selecting the optimal LLM for user queries often involves a challenging trade-off between accuracy and cost, a problem exacerbated by the diverse demands of individual queries. In this work, we present a novel framework that formulates the LLM selection process as a multi-armed bandit problem, enabling dynamic and intellig",http://arxiv.org/abs/2502.02743v1
DiSRouter: Distributed Self-Routing for LLM Selections,Hang Zheng; Hongshen Xu; Yongkai Lin; Shuai Fan; Lu Chen,2025,"The proliferation of Large Language Models (LLMs) has created a diverse ecosystem of models with highly varying performance and costs, necessitating effective query routing to balance performance and expense. Current routing systems often rely on a centralized external router trained on a fixed set of LLMs, making them inflexible and prone to poor performance since the small router can not fully understand the knowledge boundaries of different LLMs. We introduce DiSRouter (Distributed Self-Route",http://arxiv.org/abs/2510.19208v2
Multi-Beam Multi-Hop Routing for Intelligent Reflecting Surfaces Aided Massive MIMO,Weidong Mei; Rui Zhang,2021,"Intelligent reflecting surface (IRS) is envisioned to play a significant role in future wireless communication systems as an effective means of reconfiguring the radio signal propagation environment. In this paper, we study a new multi-IRS aided massive multiple-input multiple-output (MIMO) system, where a multi-antenna BS transmits independent messages to a set of remote single-antenna users using orthogonal beams that are subsequently reflected by different groups of IRSs via their respective ",http://arxiv.org/abs/2101.00217v2
Arch-Router: Aligning LLM Routing with Human Preferences,Co Tran; Salman Paracha; Adil Hafeez; Shuguang Chen,2025,"With the rapid proliferation of large language models (LLMs) -- each optimized for different strengths, style, or latency/cost profile -- routing has become an essential technique to operationalize the use of different models. However, existing LLM routing approaches are limited in two key ways: they evaluate performance using benchmarks that often fail to capture human preferences driven by subjective evaluation criteria, and they typically select from a limited pool of models. In this work, we",http://arxiv.org/abs/2506.16655v1
